"mileage","price","year","color","condition","state","soundSystem"
38857,51988,2010,"Black","CPO","NH","Premium"
26490,39995,2012,"Gray","Used","NY","Premium"
28041,75900,2013,"Black","CPO","NY","Harman Kardon"
9,104665,2014,"Black","New","FL","unsp"
6,100845,2014,"Black","New","CA","unsp"
12,109915,2014,"Silver","New","MA","unsp"
10,105395,2014,"Silver","New","PA","Premium"
21,135945,2014,"Black","New","KS","Premium"
79879,27900,2007,"Gray","Used","FL","Harman Kardon"
70190,33988,2008,"Black","Used","CA","unsp"
27261,27000,2007,"Black","Used","FL","Harman Kardon"
64132,35990,2010,"Silver","Used","CA","unsp"
44625,33995,2011,"Black","Used","CA","unsp"
73217,34256,2011,"Silver","Used","FL","unsp"
11168,78888,2013,"White","CPO","WA","unsp"
93549,24999,2007,"Black","Used","MA","Premium"
73894,25989,2008,"Silver","Used","PA","unsp"
101327,24995,2007,"Black","Used","MI","Harman Kardon"
34923,48795,2011,"Black","CPO","VA","Harman Kardon"
48190,42986,2011,"Black","Used","MD","Premium"
34251,42994,2010,"Black","Used","CO","unsp"
31750,48975,2011,"Black","Used","MD","Harman Kardon"
12234,69990,2013,"Black","CPO","GA","Harman Kardon"
26555,65996,2013,"Silver","CPO","NJ","Premium"
37700,55980,2012,"Silver","Used","KY","Premium"
22,112265,2014,"Black","New","NJ","Premium"
12,104975,2014,"Black","New","TX","unsp"
21,104165,2014,"Black","New","FL","unsp"
10,124370,2014,"White","New","CA","unsp"
12,104355,2014,"Silver","New","CA","unsp"
1,117100,2014,"Black","New","FL","Premium"
11,129395,2014,"Red","New","NY","unsp"
19962,67991,2012,"Black","CPO","GA","Harman Kardon"
18518,54987,2012,"Black","CPO","PA","Premium"
9380,64994,2013,"Blue","Used","CA","unsp"
13354,73991,2013,"Silver","CPO","CA","Harman Kardon"
63471,34965,2009,"Black","Used","MO","Harman Kardon"
83317,24995,2008,"Gray","Used","NY","unsp"
27201,44991,2011,"Black","Used","GA","Harman Kardon"
47754,37900,2011,"Black","Used","NJ","Premium"
23496,60990,2012,"Silver","Used","MN","Harman Kardon"
23074,56900,2012,"Silver","CPO","MO","unsp"
33178,42900,2012,"Black","Used","NJ","Harman Kardon"
5,107075,2014,"Silver","New","CA","Premium"
6,112785,2014,"Black","New","MN","Premium"
85499,24544,2007,"Silver","Used","NC","Premium"
82684,26800,2007,"White","Used","MA","unsp"
59515,29300,2007,"Gray","Used","VA","unsp"
52826,39950,2011,"White","Used","TX","Harman Kardon"
15591,39999,2010,"Black","Used","FL","Harman Kardon"
22565,58981,2012,"Black","Used","CA","Harman Kardon"
109153,20890,2007,"Gray","Used","MO","Premium"
94633,26100,2008,"Black","Used","NJ","unsp"
61400,45900,2010,"Silver","Used","NY","Premium"
67,101895,2013,"Silver","New","NY","Harman Kardon"
27583,62998,2012,"Black","CPO","NY","unsp"
11,114230,2014,"Silver","New","FL","Premium"
5822,102995,2014,"Silver","Used","MI","Premium"
6,109915,2014,"Black","New","NY","unsp"
12,121875,2014,"Black","New","NJ","Premium"
45,110265,2014,"Silver","New","NJ","Premium"
92116,23794,2009,"White","Used","NJ","Harman Kardon"
49227,36890,2007,"Gray","Used","FL","unsp"
35584,42999,2010,"Black","Used","TX","Harman Kardon"
28022,47998,2010,"Gray","Used","FL","unsp"
59411,44888,2010,"Silver","CPO","CA","Harman Kardon"
67838,24990,2007,"Silver","Used","NY","Harman Kardon"
34880,44900,2011,"Black","Used","CA","Premium"
26845,59900,2012,"Black","CPO","NC","Premium"
16650,48995,2012,"Black","Used","NY","unsp"
11684,64991,2012,"Black","Used","NJ","Premium"
31812,54996,2013,"White","Used","TX","unsp"
27601,55817,2013,"Black","Used","FL","Harman Kardon"
12871,62995,2012,"Black","Used","MA","unsp"
2976,72900,2012,"Black","Used","NY","unsp"
12,100845,2014,"Silver","New","CA","unsp"
10,101577,2014,"White","New","PA","Premium"
14,107775,2014,"Blue","New","TX","unsp"
68872,33999,2008,"Gray","Used","NV","unsp"
112000,20999,2007,"Black","Used","NV","unsp"
50351,29999,2008,"Silver","Used","GA","Premium"
85000,32900,2007,"Black","Used","CA","unsp"
75629,30995,2009,"White","Used","CA","Premium"
65014,39990,2010,"White","Used","CA","unsp"
21878,61995,2011,"White","CPO","CA","Premium"
48187,45000,2011,"Black","Used","AZ","unsp"
18511,60882,2013,"White","Used","FL","unsp"
16168,63492,2013,"Black","Used","FL","unsp"
45670,36890,2009,"Black","Used","NJ","Premium"
93573,25900,2007,"Silver","Used","IL","unsp"
47631,92350,2009,"Black","Used","NJ","Premium"
38633,39587,2009,"Black","Used","IL","Harman Kardon"
21334,46995,2010,"Black","Used","CA","unsp"
63277,37850,2010,"Black","Used","TX","Harman Kardon"
27811,69991,2012,"Black","CPO","OH","Premium"
28819,63992,2012,"Black","CPO","GA","Premium"
15092,52995,2013,"Black","Used","TX","Harman Kardon"
10,110575,2014,"Black","New","MD","unsp"
10,104960,2014,"White","New","FL","unsp"
8,114365,2014,"Silver","New","NH","unsp"
52,114225,2014,"White","New","NC","unsp"
84196,30000,2008,"Silver","Used","GA","Harman Kardon"
30085,34210,2007,"Blue","Used","TN","unsp"
45003,47981,2011,"Gray","CPO","CA","unsp"
35884,46995,2012,"Black","Used","TX","Premium"
14944,57981,2012,"White","Used","CA","Harman Kardon"
11668,67890,2013,"Black","Used","FL","Harman Kardon"
39781,34994,2008,"Silver","Used","NJ","Premium"
58226,39991,2010,"Silver","Used","IL","Premium"
53736,39499,2011,"Silver","Used","MN","unsp"
35331,47598,2012,"Black","CPO","MA","unsp"
20,55365,2013,"Black","New","KY","unsp"
3,103400,2014,"unsp","New","CA","unsp"
10,104085,2014,"Silver","New","CA","unsp"
2687,120465,2014,"Silver","New","NC","unsp"
8,106295,2014,"unsp","New","NJ","unsp"
5,124645,2014,"White","New","CA","unsp"
7,107085,2014,"Black","New","NY","unsp"
3,114355,2014,"unsp","New","CA","unsp"
49708,34988,2008,"Blue","Used","CA","unsp"
106145,28995,2009,"Black","Used","CA","unsp"
73819,32888,2009,"Black","Used","CA","unsp"
98290,26487,2007,"Black","Used","CA","Premium"
71645,27997,2008,"Black","Used","FL","unsp"
88823,24000,2007,"Silver","Used","RI","Harman Kardon"
42748,39991,2010,"Silver","Used","TX","Harman Kardon"
25283,49991,2010,"Silver","Used","FL","Harman Kardon"
42169,47992,2010,"White","Used","FL","Harman Kardon"
24191,56988,2011,"unsp","CPO","CA","Harman Kardon"
9985,64991,2012,"Black","CPO","CA","unsp"
11171,68995,2013,"White","CPO","NV","unsp"
12598,68980,2013,"Silver","CPO","AL","Premium"
48617,27995,2007,"Gray","Used","NJ","Harman Kardon"
42115,51900,2012,"Black","Used","GA","Harman Kardon"
33615,55981,2012,"Black","CPO","PA","Premium"
38504,62002,2012,"White","CPO","NJ","Premium"
22714,58750,2012,"Silver","Used","VA","unsp"
20291,59999,2012,"Black","CPO","NJ","Harman Kardon"
41591,56212,2012,"Blue","CPO","VA","unsp"
21989,63994,2013,"Silver","CPO","IL","Premium"
15,105270,2014,"White","New","NJ","Premium"
43336,38995,2009,"Red","Used","CA","Harman Kardon"
54598,43999,2009,"White","Used","IL","unsp"
119566,20999,2007,"unsp","Used","VA","Harman Kardon"
33077,43000,2009,"Black","Used","AZ","Harman Kardon"
43917,45991,2010,"Silver","Used","FL","Premium"
22488,50000,2011,"White","Used","PA","Harman Kardon"
10369,69983,2013,"Black","CPO","CA","unsp"
11586,56000,2012,"Black","Used","AZ","Premium"
31095,63770,2012,"Brown","CPO","CA","unsp"
20222,62994,2013,"Black","Used","TX","Harman Kardon"
22491,68981,2013,"Silver","CPO","CA","unsp"
30031,64900,2013,"White","CPO","IL","Premium"
46139,46995,2012,"Black","Used","IL","Harman Kardon"
13363,65999,2013,"Black","CPO","MD","Premium"
33917,52899,2012,"Silver","CPO","CT","unsp"
42071,52977,2013,"Black","Used","VA","Premium"
15,138635,2014,"Black","New","CA","unsp"
9,104921,2014,"Black","New","CA","unsp"
106688,24900,2008,"Gold","Used","PA","unsp"
80576,26777,2007,"Black","Used","CA","Harman Kardon"
54401,24999,2007,"Black","Used","FL","Premium"
58925,27995,2007,"Black","Used","CA","unsp"
103846,19995,2007,"Silver","Used","TX","Premium"
57572,39393,2010,"White","Used","FL","unsp"
29746,53000,2010,"Blue","CPO","FL","Premium"
26581,53981,2012,"Black","CPO","CA","unsp"
35254,20999,2012,"Black","Used","CA","Premium"
35643,48990,2012,"Black","Used","CA","unsp"
55396,28995,2007,"Black","Used","NJ","Premium"
47035,38995,2010,"Black","Used","MD","unsp"
19954,56950,2013,"Blue","Used","TN","Harman Kardon"
38628,49800,2013,"Gray","Used","IL","Harman Kardon"
17474,56498,2012,"Black","CPO","MA","unsp"
14665,69998,2013,"Black","Used","MA","unsp"
5,102625,2014,"Black","New","CA","unsp"
5,104665,2014,"Silver","New","FL","unsp"
8703,92991,2014,"Silver","CPO","KY","unsp"
1336,106900,2014,"White","Used","MO","Premium"
8,109330,2014,"White","New","MN","Premium"
10,112365,2014,"Blue","New","NY","Premium"
8,121985,2014,"Silver","New","NY","unsp"
85689,25988,2007,"Black","Used","TX","unsp"
63840,28991,2007,"Blue","Used","FL","Harman Kardon"
35394,35000,2007,"Silver","Used","FL","unsp"
69000,31895,2008,"Black","Used","FL","Harman Kardon"
94877,34995,2007,"White","Used","LA","Premium"
24957,58961,2011,"Black","CPO","NC","Premium"
43277,42959,2011,"White","Used","FL","Harman Kardon"
46330,53888,2011,"Black","CPO","CA","Premium"
22295,63991,2013,"White","CPO","FL","Premium"
125035,24895,2008,"Blue","Used","VA","unsp"
103000,21995,2008,"Gray","Used","CT","Premium"
27106,69961,2013,"Black","Used","MO","Premium"
18751,66000,2013,"Black","CPO","NY","Harman Kardon"
5,103295,2014,"Black","New","FL","unsp"
10,95120,2014,"White","New","CA","unsp"
12,107975,2014,"Silver","New","TX","unsp"
967,118265,2014,"Silver","New","NJ","Premium"
32,104985,2014,"Black","New","CA","unsp"
12,108745,2014,"Blue","New","MA","unsp"
10,115035,2014,"Black","New","PA","Premium"
5,114875,2014,"Blue","New","WA","unsp"
110489,27988,2007,"Black","Used","WA","Harman Kardon"
58300,23995,2007,"Black","Used","CT","Premium"
112625,23995,2007,"Blue","Used","MN","Harman Kardon"
47487,34890,2008,"Black","Used","TX","Premium"
9016,56981,2011,"Blue","Used","CA","Bang Olufsen"
34487,66992,2012,"unsp","CPO","CA","Bang Olufsen"
14894,24999,2007,"Gray","Used","NY","Premium"
46663,37900,2011,"Silver","Used","NJ","Bang Olufsen"
14949,62997,2012,"Silver","Used","MD","Harman Kardon"
24981,61001,2013,"Silver","CPO","NJ","Premium"
14125,62900,2013,"White","CPO","NY","Premium"
1826,95882,2014,"White","Used","CA","unsp"
19,110215,2014,"Black","New","CA","unsp"
11,128625,2014,"Silver","New","FL","unsp"
13783,98688,2014,"Black","New","MO","Premium"
106,107085,2014,"Black","New","NY","unsp"
33030,62995,2012,"Black","CPO","NV","unsp"
23175,55650,2013,"White","Used","TX","Harman Kardon"
26202,57995,2013,"Black","Used","TX","Harman Kardon"
27309,55900,2012,"Black","Used","FL","Premium"
173359,10200,2007,"Black","Used","NY","unsp"
35726,40991,2008,"Black","Used","FL","Harman Kardon"
86277,35900,2010,"Silver","Used","NJ","Premium"
41827,43999,2011,"Black","Used","FL","Harman Kardon"
38868,51992,2011,"Black","Used","NJ","Premium"
24651,62900,2012,"White","CPO","MO","unsp"
15726,59998,2012,"Black","Used","MA","unsp"
31641,44895,2012,"Silver","Used","VA","unsp"
10,104790,2014,"Silver","New","CA","unsp"
5,109100,2014,"Silver","New","IL","unsp"
14,109035,2014,"White","New","PA","Premium"
114940,17999,2007,"Black","Used","NY","unsp"
77556,33900,2009,"Black","Used","AZ","Harman Kardon"
62496,49450,2008,"Black","Used","TX","Harman Kardon"
112238,26988,2007,"Silver","Used","NC","unsp"
16571,39991,2008,"Black","Used","FL","unsp"
107550,21995,2007,"Silver","Used","TX","Premium"
28338,57988,2011,"Black","CPO","CA","Premium"
29253,47999,2010,"White","Used","FL","Premium"
45014,51991,2011,"Gray","CPO","FL","Harman Kardon"
186,123055,2013,"Gray","New","CA","unsp"
23791,70481,2013,"Silver","CPO","NC","Harman Kardon"
79296,30777,2008,"White","Used","MD","unsp"
104050,21494,2007,"White","Used","NJ","unsp"
96182,27882,2008,"Black","Used","NC","unsp"
36710,49875,2011,"Black","CPO","RI","unsp"
17802,61488,2012,"Black","CPO","MO","unsp"
26529,55992,2012,"Black","Used","IL","Harman Kardon"
33171,57950,2012,"Black","CPO","IL","Harman Kardon"
33720,50999,2013,"Black","Used","FL","Premium"
26247,68960,2012,"Black","CPO","MD","Premium"
26480,62991,2013,"Black","Used","NJ","Premium"
3,105585,2014,"unsp","New","CA","unsp"
5,106655,2014,"Black","New","FL","unsp"
13,117565,2014,"Black","New","FL","unsp"
77724,23477,2007,"Black","Used","IL","unsp"
38093,54995,2012,"Black","Used","CA","Harman Kardon"
36847,48991,2011,"White","CPO","FL","Harman Kardon"
53892,40995,2011,"Black","Used","GA","Harman Kardon"
46403,35700,2010,"Black","Used","MD","unsp"
20996,56997,2012,"Black","CPO","MD","unsp"
38891,57950,2012,"Black","CPO","MD","Premium"
30057,98905,2013,"Black","Used","MA","unsp"
14690,61975,2012,"Black","Used","NY","unsp"
30,101990,2014,"White","New","NJ","Premium"
12,119505,2014,"Black","New","FL","Premium"
11,103660,2014,"White","New","FL","unsp"
10,106785,2014,"Black","New","NJ","Premium"
73418,31888,2008,"White","Used","CA","Premium"
96554,22995,2007,"Gray","Used","GA","Premium"
82442,29995,2007,"Black","Used","FL","unsp"
91600,24990,2007,"Silver","Used","TX","Premium"
127064,19997,2008,"White","Used","OH","unsp"
86400,28995,2008,"White","Used","FL","Premium"
49135,41999,2010,"Silver","Used","CA","unsp"
31469,53991,2011,"White","CPO","FL","Premium"
25667,55986,2011,"Black","Used","CA","unsp"
80923,28966,2008,"White","Used","VA","Premium"
26563,61960,2011,"Silver","CPO","MD","Premium"
35888,49995,2010,"White","Used","NJ","unsp"
62685,48993,2010,"White","Used","NY","Harman Kardon"
38996,56991,2011,"Silver","CPO","NY","Harman Kardon"
31987,66991,2012,"Silver","CPO","NY","unsp"
20809,63980,2012,"unsp","CPO","NY","Harman Kardon"
11,109375,2014,"Black","New","CA","Premium"
5,98437,2014,"Silver","New","VA","unsp"
99690,29950,2008,"Black","Used","TX","Premium"
105894,21995,2007,"White","Used","CA","Premium"
50846,37991,2009,"Silver","Used","TX","Harman Kardon"
33493,56991,2011,"White","Used","CA","unsp"
28930,63482,2013,"White","CPO","NC","Premium"
8136,79990,2013,"Black","CPO","NC","Premium"
7289,59995,2012,"Black","Used","FL","unsp"
8506,64991,2012,"White","Used","FL","Harman Kardon"
52939,44000,2011,"White","Used","NJ","Premium"
40097,49989,2011,"Gray","CPO","NC","Premium"
28767,49777,2012,"Red","Used","VA","Harman Kardon"
21789,66900,2012,"White","CPO","NY","unsp"
30808,56995,2012,"Silver","Used","TX","Premium"
7,102765,2014,"Silver","New","CA","unsp"
5,107925,2014,"Black","New","FL","unsp"
52,114245,2014,"Black","New","CA","Premium"
9398,104925,2014,"Black","New","WA","Premium"
39788,43877,2009,"unsp","Used","GA","Harman Kardon"
81692,23950,2007,"Silver","Used","VA","unsp"
17368,69777,2013,"Black","CPO","CA","Harman Kardon"
17998,65892,2012,"Red","CPO","CA","unsp"
32187,64991,2012,"Silver","CPO","TX","Bang Olufsen"
26761,67677,2012,"Silver","Used","WA","Premium"
23904,58981,2012,"Blue","CPO","CA","unsp"
5270,76995,2013,"Black","CPO","NV","unsp"
59350,30995,2007,"White","Used","OH","Premium"
16300,38900,2007,"Silver","Used","KS","Premium"
74500,35000,2009,"Black","Used","NE","Harman Kardon"
14530,42900,2011,"Black","Used","CT","Premium"
14579,46900,2010,"Black","CPO","NY","unsp"
27185,56991,2011,"Black","CPO","GA","unsp"
16724,59995,2013,"Black","Used","NJ","Premium"
15,117585,2014,"White","New","FL","Premium"
24,106540,2014,"White","New","MA","unsp"
13,107085,2014,"Blue","New","OH","unsp"
15,121940,2014,"Blue","New","FL","Premium"
23930,47900,2009,"Red","CPO","CA","unsp"
36468,32900,2007,"Silver","Used","FL","Harman Kardon"
56522,39900,2008,"White","Used","FL","unsp"
88761,30999,2009,"White","Used","CA","Harman Kardon"
62116,28465,2007,"Black","Used","GA","unsp"
35828,55443,2011,"Black","CPO","CA","unsp"
50083,35500,2008,"Black","Used","FL","Premium"
82035,27990,2008,"White","Used","NJ","unsp"
66925,22988,2007,"Black","Used","FL","Premium"
102900,18995,2007,"Black","Used","CT","Premium"
56910,36691,2008,"unsp","Used","TX","Harman Kardon"
81830,23699,2007,"Black","Used","IN","unsp"
58509,36000,2009,"Blue","Used","CO","Harman Kardon"
15597,48950,2011,"Black","Used","TX","Harman Kardon"
2911,101995,2014,"Black","CPO","FL","unsp"
10,102885,2014,"Black","CPO","GA","unsp"
19,106222,2014,"White","New","CA","unsp"
1,106585,2014,"Silver","New","NJ","Premium"
19,116765,2014,"Black","New","IL","unsp"
54510,29975,2007,"Gray","Used","CA","Harman Kardon"
60742,29995,2007,"Silver","Used","GA","Harman Kardon"
113558,19995,2007,"Silver","Used","MD","unsp"
51835,32000,2008,"Black","Used","OK","Premium"
29936,41972,2010,"White","CPO","TN","Harman Kardon"
32980,56988,2011,"Silver","Used","NC","unsp"
17337,53993,2010,"Silver","CPO","NM","Premium"
29075,59995,2012,"White","Used","WA","unsp"
17200,69295,2013,"White","Used","FL","Harman Kardon"
21843,64990,2013,"Black","CPO","FL","Premium"
17545,64994,2012,"Silver","CPO","FL","Premium"
31078,46900,2010,"Black","CPO","IL","Premium"
43173,36999,2011,"Blue","Used","FL","Premium"
26127,57991,2010,"Silver","CPO","FL","Harman Kardon"
11905,80981,2013,"White","CPO","PA","Premium"
33125,59979,2012,"Black","CPO","IN","unsp"
18112,57096,2012,"Black","CPO","PA","unsp"
36675,50110,2012,"White","Used","NJ","unsp"
24222,59800,2013,"Black","Used","MS","unsp"
5,114800,2014,"Black","New","TX","unsp"
14,104165,2014,"Silver","New","VA","unsp"
47648,26999,2007,"Gray","Used","OH","Premium"
82172,28999,2008,"White","Used","TX","Premium"
88766,26995,2007,"Silver","Used","VA","unsp"
44651,27975,2007,"Black","Used","FL","unsp"
70674,26900,2007,"Silver","Used","FL","unsp"
28553,39995,2009,"Gray","Used","FL","unsp"
33918,53900,2011,"White","CPO","FL","unsp"
18500,57995,2012,"Black","Used","CA","Harman Kardon"
78874,29988,2008,"Black","Used","MD","unsp"
59521,34499,2009,"Black","Used","GA","Premium"
29179,38999,2010,"Gray","Used","FL","Premium"
54471,44999,2011,"Black","Used","OH","unsp"
7991,54995,2011,"unsp","Used","NJ","Harman Kardon"
27065,52899,2012,"Black","Used","KS","Premium"
6771,59900,2013,"Silver","Used","GA","Harman Kardon"
17406,69900,2013,"Black","CPO","NJ","unsp"
5,108365,2014,"unsp","New","FL","unsp"
11,102815,2014,"Black","New","FL","unsp"
9,123395,2014,"White","New","NJ","unsp"
118145,20975,2007,"Gray","Used","LA","Harman Kardon"
21038,47981,2010,"White","Used","FL","unsp"
39437,47900,2010,"Silver","Used","CA","Premium"
38269,38900,2010,"Silver","Used","MA","unsp"
64069,56888,2013,"Silver","Used","CA","unsp"
86209,27995,2008,"Black","Used","NC","unsp"
55122,39995,2007,"Silver","Used","NJ","Harman Kardon"
51431,36995,2008,"Gray","Used","MO","unsp"
19126,49471,2011,"Silver","Used","VA","Premium"
70276,29988,2010,"Black","Used","FL","Harman Kardon"
10139,59995,2013,"Gray","Used","TX","Harman Kardon"
41679,47500,2012,"Brown","Used","WA","Premium"
26661,58995,2012,"White","Used","VA","unsp"
10936,72885,2012,"Black","CPO","NJ","unsp"
53089,54995,2012,"White","Used","WI","Premium"
28651,48995,2012,"Black","Used","CA","unsp"
42050,51999,2013,"Black","Used","FL","Premium"
12,103615,2014,"Silver","New","MA","unsp"
3205,102455,2014,"Black","Used","MD","unsp"
2938,96490,2014,"Blue","Used","NY","Premium"
83304,36888,2010,"Black","Used","TX","Harman Kardon"
63215,34999,2010,"Gray","Used","FL","Harman Kardon"
36197,49999,2011,"Black","Used","CA","unsp"
21337,61994,2013,"White","Used","TX","Harman Kardon"
23713,63770,2012,"White","CPO","CA","unsp"
38353,54193,2012,"Silver","Used","FL","unsp"
15744,67500,2013,"Black","Used","FL","Premium"
14744,73995,2013,"White","Used","NC","Premium"
12546,58981,2012,"Silver","CPO","CA","unsp"
21819,66489,2013,"Black","CPO","CA","unsp"
112052,17243,2007,"Silver","Used","PA","Premium"
20060,51888,2011,"Black","Used","VA","Harman Kardon"
66108,36000,2010,"Black","Used","OH","Premium"
25475,61999,2012,"Black","Used","KY","unsp"
8000,74999,2012,"Black","CPO","NJ","Premium"
11,116775,2014,"Black","New","FL","unsp"
5,113225,2014,"Black","New","GA","unsp"
2463,93825,2014,"Black","CPO","RI","unsp"
25,105920,2014,"White","New","HI","Premium"
5553,99900,2014,"Black","CPO","NJ","unsp"
106481,27995,2007,"Gray","Used","TX","unsp"
31685,36950,2007,"Gray","Used","FL","unsp"
35872,37994,2009,"Black","Used","FL","unsp"
55571,31500,2007,"Silver","Used","NC","unsp"
69181,26900,2007,"Blue","Used","FL","Premium"
8165,64450,2012,"Black","Used","TX","Harman Kardon"
25538,49995,2012,"Gray","Used","TX","Harman Kardon"
48906,27000,2007,"Gray","Used","NJ","Premium"
33837,46993,2011,"Black","Used","NY","Harman Kardon"
37849,45995,2010,"Black","Used","NY","unsp"
87192,35621,2011,"Silver","Used","NJ","Premium"
18362,69991,2013,"Black","CPO","OH","Premium"
10167,63995,2013,"White","CPO","NJ","Premium"
12398,62977,2013,"Black","CPO","NH","Harman Kardon"
647,87991,2014,"Silver","Used","GA","Premium"
9,114875,2014,"Black","New","IL","unsp"
6,116960,2014,"White","New","CO","unsp"
10,104965,2014,"Black","New","NY","Premium"
77170,24995,2007,"Gray","Used","CA","Harman Kardon"
61387,29988,2007,"Gray","Used","AZ","Premium"
115750,19995,2007,"Beige","Used","NJ","unsp"
34833,33800,2007,"Black","Used","NC","Harman Kardon"
52240,32995,2008,"Blue","Used","TX","Harman Kardon"
16591,68900,2013,"Black","CPO","NC","Premium"
67129,31989,2008,"White","Used","GA","unsp"
36013,46880,2011,"Brown","Used","WA","Harman Kardon"
58358,45999,2012,"Black","Used","FL","Premium"
2083,103235,2013,"Black","New","IL","unsp"
10,105935,2014,"Blue","New","CA","unsp"
2200,112265,2014,"Red","Used","NY","unsp"
999,106235,2014,"Black","New","DE","unsp"
11,104125,2014,"Silver","New","NJ","Premium"
54085,32990,2008,"White","Used","FL","Harman Kardon"
82553,31988,2007,"Black","Used","NC","unsp"
82496,28995,2008,"Black","Used","FL","unsp"
81677,24995,2007,"White","Used","TX","Premium"
34078,52997,2011,"Black","Used","CA","Harman Kardon"
3983,69899,2013,"Silver","CPO","TX","Harman Kardon"
22403,65999,2013,"Black","CPO","TN","Harman Kardon"
15814,63981,2012,"Black","CPO","CA","Harman Kardon"
168689,19988,2008,"Silver","Used","NH","Premium"
66079,30998,2008,"Black","Used","VA","Premium"
85423,27991,2008,"Black","Used","OH","Premium"
74300,29900,2008,"Black","Used","IL","unsp"
50477,43777,2011,"Black","Used","VA","Harman Kardon"
48303,54999,2011,"Black","Used","IL","unsp"
61299,42995,2011,"Black","Used","CA","Premium"
24851,46800,2010,"Black","Used","OK","unsp"
53790,39995,2011,"Black","Used","IL","Harman Kardon"
25113,51771,2010,"Black","CPO","PA","Premium"
24648,47995,2011,"Black","Used","NY","Premium"
37686,53475,2011,"Silver","Used","NJ","Harman Kardon"
31941,63988,2013,"White","Used","OK","Premium"
19839,68995,2013,"Silver","CPO","VA","Harman Kardon"
11,110015,2014,"Black","New","FL","unsp"
5,116325,2014,"Silver","New","CA","unsp"
53,113675,2014,"Black","New","NV","unsp"
10,103645,2014,"Black","New","CA","unsp"
87265,19995,2008,"Gray","Used","NJ","Harman Kardon"
84732,23990,2007,"Blue","Used","SC","Harman Kardon"
106965,23983,2008,"Silver","Used","FL","unsp"
80000,25998,2007,"Black","Used","CA","Premium"
35187,33880,2007,"Black","Used","CA","Premium"
72394,22495,2007,"Silver","Used","LA","unsp"
26300,56988,2012,"White","CPO","CA","Premium"
14924,60991,2012,"Black","CPO","GA","unsp"
13368,62991,2012,"Silver","CPO","CA","Premium"
13576,63995,2013,"White","CPO","CA","Harman Kardon"
34947,59900,2012,"White","Used","FL","Premium"
113433,21995,2009,"Black","Used","NY","Premium"
92524,25995,2007,"Black","Used","FL","Premium"
22731,55564,2011,"White","Used","VA","unsp"
49154,48881,2010,"Black","Used","LA","unsp"
13235,61882,2013,"Black","CPO","TX","unsp"
21671,57900,2012,"Black","Used","NY","Harman Kardon"
39552,65823,2013,"Silver","CPO","NC","Premium"
35,125435,2014,"Black","New","AL","Premium"
5,99945,2014,"Black","New","CA","Premium"
